Depth,Nodes,TimeMs,,,,
8,522381,173,,,,
8,712216,215,,,,
8,2229843,743,,,,
8,342369,96,,,,
8,1140981,343,,,,
8,1128724,346,,,,
8,1878742,615,,,,
8,2016975,639,,,,
8,1378589,470,,,,
8,2027100,648,,,,
8,1273950,403,,,,
8,509437,169,,,,
8,56,1,,,,
8,824749,259,,,,
8,2250015,737,,,,
8,1390256,434,,,,
8,1194820,401,,,,
8,2362044,696,,,,
8,1305775,354,,,,
8,1511423,454,,,,
8,2572103,813,,,,
8,3068706,1028,,,,
8,351957,119,,,,
8,1505561,489,,,,
8,1323917,462,,,,
8,604164,213,,,,
8,3019339,1067,,,,
8,1875088,615,,,,
8,3100240,1006,,,,
8,1798348,603,,,,
8,2628789,913,,,,
8,1064087,386,,,,
8,86261,37,,,,
8,2013090,620,,,,
8,830659,290,,,,
8,1314659,489,,,,
8,2689773,946,,,,
8,61188,16,,,,
8,973332,278,,,,
8,670163,191,,,,
8,543811,184,,,,
8,664473,204,,,,
8,212450,55,,,,
8,320465,94,,,,
8,42411,13,,,,
8,9013,2,,,,
8,47745,10,,,,
8,73357,13,,,,
8,53949,12,,,,
8,84929,16,,,,
8,85478,17,,,,
8,159246,33,,,,
8,46178,13,,,,
8,53569,10,,,,
8,26964,5,,,,
8,50078,8,,,,
8,104,1,,,,
8,48,1,,,,
8,39637,8,,,,
8,49693,9,,,,
8,60158,15,,,,
8,616068,117,,,,
8,78839,15,,,,
8,421654,71,,,,
8,196173,38,,,,
8,290775,62,,,,
8,83767,20,,,,
8,229780,49,,,,
8,124832,28,,,,
8,18764,4,,,,
8,141909,30,,,,
8,163657,30,,,,
8,47427,8,,,,
8,58258,10,,,,
8,124888,21,,,,
8,191381,34,,,,
8,113293,20,,,,
8,47923,9,,,,
8,58858,11,,,,
8,95481,18,,,,
8,81404,15,,,,
8,115582,32,,,,
8,35377,7,,,,
8,75677,15,,,,
8,39581,12,,,,
8,88412,16,,,,
8,13711,2,,,,
8,48685,9,,,,
8,44099,8,,,,
8,1616,1,,,,
8,45194,10,,,,
8,142515,30,,,,
8,195400,41,,,,
8,191262,36,,,,
8,22434,5,,,,
8,40,1,,,,
8,14631,4,,,,
8,61993,10,,,,
8,77967,16,,,,
8,78344,15,,,,
8,35926,8,,,,
8,52118,10,,,,
8,21720645,7306,,,,
8,20756590,7439,,,,
8,13765212,5072,,,,
8,10710684,3761,,,,
8,6214378,2108,,,,
8,4782910,1685,,,,
8,8524835,3075,,,,
8,12068901,4240,,,,
8,20006932,7061,,,,
8,20067326,6893,,,,
8,14593845,5216,,,,
8,8946117,3443,,,,
8,9490497,3595,,,,
8,16916376,5604,,,,
8,7004083,2368,,,,
8,16387072,5646,,,,
8,7330348,2590,,,,
8,10431535,3988,,,,
8,2254215,834,,,,
8,2304932,774,,,,
8,1982424,650,,,,
8,2007862,641,,,,
8,10274943,3393,,,,
8,12366889,4131,,,,
8,17698524,5436,,,,
8,22300432,7118,,,,
8,9552554,3095,,,,
8,12329277,3696,,,,
8,19513402,6581,,,,
8,19986063,6390,,,,
8,24694100,8017,,,,
8,24971893,8471,,,,
8,11539050,3570,,,,
8,22359071,7459,,,,
8,14135266,4360,,,,
8,63041913,19237,,,,
8,20865638,6546,,,,
8,10015308,3370,,,,
8,13374464,4700,,,,
8,16993703,5316,,,,
8,17033028,4718,,,,
8,27517808,7499,,,,
8,16209435,4528,,,,
8,35240555,9950,,,,
8,11006189,2834,,,,
8,47600743,12180,,,,
8,3076236,979,,,,
8,1512836,467,,,,
8,3722085,980,,,,
8,23231350,5607,,,,
8,32198710,8702,,,,
8,5459622,1623,,,,
8,2569833,590,,,,
8,6942196,1589,,,,
8,23886048,5957,,,,
8,2702198,638,,,,
8,5793167,1443,,,,
8,2314387,632,,,,
8,1424180,341,,,,
8,403771,128,,,,
8,390114,111,,,,
8,273480,75,,,,
8,511551,130,,,,
8,635369,156,,,,
8,1237477,290,,,,
8,269470,47,,,,
8,496095,100,,,,
8,570707,107,,,,
8,404403,78,,,,
8,515887,96,,,,
8,539060,101,,,,
8,112540,23,,,,
8,98627,16,,,,
8,44377,7,,,,
8,47889,10,,,,
8,39407,7,,,,
8,33794,6,,,,
8,84973,18,,,,
8,108022,17,,,,
8,58080,11,,,,
8,83592,19,,,,
8,90945,15,,,,
8,73470,13,,,,
8,70147,15,,,,
8,87350,14,,,,
8,66246,10,,,,
8,87621,14,,,,
8,43260,8,,,,
8,126992,24,,,,
8,347823,53,,,,
8,1214721,190,,,,
8,826672,137,,,,
8,644733,113,,,,
8,417728,68,,,,
8,0,0,,,,
8,49416853,21710,,,,
8,6324882,2425,,,,
8,3146546,1132,,,,
8,1358591,485,,,,
8,7388317,2592,,,,
8,1662757,600,,,,
8,1580606,552,,,,
8,1754072,694,,,,
8,1990023,701,,,,
8,5978507,2281,,,,
8,7313447,2874,,,,
8,9569813,3991,,,,
8,5623572,2452,,,,
8,3059762,1406,,,,
8,22433952,9134,,,,
8,43586786,17324,,,,
8,24748834,9591,,,,
8,12409683,5071,,,,
8,11448598,4638,,,,
8,1745154,723,,,,
8,1679416,718,,,,
8,13169129,5175,,,,
8,2855407,1225,,,,
8,3948631,1467,,,,
8,1092283,303,,,,
8,458303,154,,,,
8,595142,169,,,,
8,359071,95,,,,
8,1562625,434,,,,
8,724065,198,,,,
8,2181917,590,,,,
8,4158305,1125,,,,
8,1872655,507,,,,
8,2490211,690,,,,
8,2434366,683,,,,
8,2461701,683,,,,
8,2899823,735,,,,
8,651320,189,,,,
8,1083244,345,,,,
8,194390,68,,,,
8,1559022,439,,,,
8,179838,46,,,,
8,238510,53,,,,
8,1954122,530,,,,
8,643539,199,,,,
8,1701317,417,,,,
8,670083,187,,,,
8,758265,220,,,,
8,639816,151,,,,
8,676821,176,,,,
8,544747,140,,,,
8,1092754,296,,,,
8,585547,158,,,,
8,733957,176,,,,
8,568599,157,,,,
8,935298,265,,,,
8,147400,47,,,,
8,50823,13,,,,
8,119963,25,,,,
8,81127,16,,,,
8,82959,23,,,,
8,136413,29,,,,
8,307657,72,,,,
8,474004,94,,,,
8,858225,174,,,,
8,2762335,573,,,,
8,1723767,369,,,,
8,1547778,347,,,,
8,792199,151,,,,
8,850077,173,,,,
8,450163,106,,,,
8,785237,172,,,,
8,1176042,227,,,,
8,801212,159,,,,
8,340292,79,,,,
8,324783,64,,,,
8,17564206,5978,,,,
8,35767203,11393,,,,
8,35571582,11583,,,,
8,65985873,20596,,,,
8,54830431,17497,,,,
8,29469288,10046,,,,
8,20985438,7177,,,,
8,15991876,5679,,,,
8,45014364,16605,,,,
8,19970167,7648,,,,
8,32569924,12783,,,,
8,25776822,10492,,,,
8,22412357,9595,,,,
8,23481695,10337,,,,
8,35643499,14288,,,,
8,18060720,7572,,,,
8,11040782,4223,,,,
8,5351136,2275,,,,
8,1891183,648,,,,
8,3010648,1082,,,,
8,6438246,2239,,,,
8,2708371,1005,,,,
8,2929106,964,,,,
8,1126596,382,,,,
8,1539142,542,,,,
8,1935987,778,,,,
8,7953446,2859,,,,
8,4740554,1796,,,,
8,3167933,1149,,,,
8,2515514,1006,,,,
8,6178003,2412,,,,
8,3465862,1314,,,,
8,3627323,1346,,,,
8,763801,317,,,,
8,1105036,447,,,,
8,4919865,1911,,,,
8,661422,257,,,,
8,2021487,750,,,,
8,3190623,1134,,,,
8,7043007,2391,,,,
8,694719,268,,,,
8,284983,105,,,,
8,281031,105,,,,
8,183493,54,,,,
8,1296019,400,,,,
8,1559744,448,,,,
8,836005,253,,,,
8,1277235,379,,,,
8,2070197,557,,,,
8,944627,283,,,,
8,875679,297,,,,
8,1532465,457,,,,
8,4610899,1396,,,,
8,474140,148,,,,
8,1268436,387,,,,
8,7011577,2012,,,,
8,3569374,1106,,,,
8,1146752,370,,,,
8,3564240,1044,,,,
8,1600457,484,,,,
8,5335372,1683,,,,
8,1722363,562,,,,
8,1498777,458,,,,
8,1106757,412,,,,
8,741748,220,,,,
8,1066778,349,,,,
8,323280,80,,,,
8,432965,103,,,,
8,384319,93,,,,
8,97025,23,,,,
8,263825,67,,,,
8,255514,54,,,,
8,842249,177,,,,
8,366345,87,,,,
8,1006484,230,,,,
8,1120395,251,,,,
8,3169132,722,,,,
8,2966354,697,,,,
8,2619993,636,,,,
8,2421820,624,,,,
8,12644267,4148,,,,
8,16688761,5567,,,,
8,21181092,7218,,,,
8,27724521,9420,,,,
8,6948233,2398,,,,
8,17638426,6451,,,,
8,15516540,6118,,,,
8,47425513,16313,,,,
8,6128326,2142,,,,
8,9393688,4059,,,,
8,6688368,2858,,,,
8,6643646,2792,,,,
8,7204994,3083,,,,
8,2100271,737,,,,
8,3183263,1058,,,,
8,9693052,3060,,,,
8,5864779,2209,,,,
8,2480852,910,,,,
8,728960,234,,,,
8,2148172,781,,,,
8,3387853,1200,,,,
8,5927717,1835,,,,
8,2657299,836,,,,
8,1873929,552,,,,
8,2851027,877,,,,
8,2080618,683,,,,
8,95994,33,,,,
8,259798,74,,,,
8,498964,157,,,,
8,1271918,355,,,,
8,271641,79,,,,
8,869004,247,,,,
8,364594,114,,,,
8,314999,96,,,,
8,259974,68,,,,
8,509656,142,,,,
8,290627,97,,,,
8,221300,67,,,,
8,190848,60,,,,
8,399048,95,,,,
8,388144,102,,,,
8,113392,31,,,,
8,264907,81,,,,
8,244219,70,,,,
8,88475,33,,,,
8,229235,61,,,,
8,236116,69,,,,
8,88917,32,,,,
8,49860,12,,,,
8,163401,47,,,,
8,157124,43,,,,
8,415377,120,,,,
8,119323,35,,,,
8,291121,107,,,,
8,222205,66,,,,
8,171185,43,,,,
8,207013,55,,,,
8,152770,37,,,,
8,214133,59,,,,
8,173659,40,,,,
8,216913,48,,,,
8,262050,84,,,,
8,250498,59,,,,
8,408323,134,,,,
8,279972,70,,,,
8,208726,59,,,,
8,208723,50,,,,
8,314766,89,,,,
8,375006,100,,,,
8,176098,55,,,,
8,345951,88,,,,
8,5949,1,,,,
8,184874,58,,,,
8,187594,57,,,,
8,264832,68,,,,
8,282649,81,,,,
8,387480,117,,,,
8,325942,70,,,,
8,39139,8,,,,
8,112830,22,,,,
8,441276,96,,,,
8,389943,94,,,,
8,228978,49,,,,
8,613453,119,,,,
8,1626653,368,,,,
8,1409453,291,,,,
8,1374706,304,,,,
8,1081382,218,,,,
8,400476,73,,,,
8,9262289,3223,,,,
8,26814734,8857,,,,
8,2834768,859,,,,
8,3751815,1080,,,,
8,11874055,3772,,,,
8,14602190,4625,,,,
8,23689398,7650,,,,
8,20699015,7298,,,,
8,11289204,4196,,,,
8,11628442,4355,,,,
8,29084440,10954,,,,
8,3981859,1352,,,,
8,21361618,8095,,,,
8,26433471,9579,,,,
8,33587855,12115,,,,
8,8919642,3304,,,,
8,19782047,7782,,,,
8,15026152,5754,,,,
8,24652148,9490,,,,
8,4775627,2030,,,,
8,1016340,299,,,,
8,770339,235,,,,
8,778545,240,,,,
8,840463,241,,,,
8,2073604,599,,,,
8,12026764,4520,,,,
8,10021303,3553,,,,
8,12784199,4784,,,,
8,20841803,7033,,,,
8,6004709,2304,,,,
8,501977,153,,,,
8,677364,176,,,,
8,1441550,473,,,,
8,877989,274,,,,
8,3669766,1025,,,,
8,2872000,783,,,,
8,10203159,3160,,,,
8,10278913,3222,,,,
8,26297405,8402,,,,
8,11030765,3909,,,,
8,3245883,1116,,,,
8,345162,101,,,,
8,1318442,383,,,,
8,584524,173,,,,
8,781033,202,,,,
8,149625,40,,,,
8,175373,54,,,,
8,577517,185,,,,
8,386569,103,,,,
8,483045,131,,,,
8,812201,195,,,,
8,381990,95,,,,
8,289366,73,,,,
8,299676,97,,,,
8,271189,85,,,,
8,271985,69,,,,
8,260627,74,,,,
8,363321,99,,,,
8,516233,116,,,,
8,752118,194,,,,
8,159327,40,,,,
8,115803,38,,,,
8,47559,12,,,,
8,88189,25,,,,
8,87535,22,,,,
8,23294,6,,,,
8,72,1,,,,
8,289699,85,,,,
8,220208,69,,,,
8,153048,41,,,,
8,248711,71,,,,
8,223456,54,,,,
8,183922,54,,,,
8,127424,42,,,,
8,64685,15,,,,
8,61241,20,,,,
8,120331,31,,,,
8,110477,27,,,,
8,463252,95,,,,
8,288924,54,,,,
8,881279,192,,,,
8,1207728,279,,,,
8,633036,138,,,,
8,402413,86,,,,
8,1508197,314,,,,
8,553211,131,,,,
8,844076,188,,,,
8,1635293,363,,,,
8,713888,156,,,,
8,1403306,302,,,,
8,1003038,220,,,,
8,1921321,423,,,,
8,1693782,373,,,,
8,1556379,379,,,,
8,16,1,,,,
8,1807462,412,,,,
8,1668496,341,,,,
8,4001430,864,,,,
8,2963237,660,,,,
8,3570869,777,,,,
8,30245048,9246,,,,
8,48735854,15130,,,,
8,15496768,4777,,,,
8,8872576,2656,,,,
8,7160981,2216,,,,
8,5604484,1811,,,,
8,17815425,5658,,,,
8,16205955,5613,,,,
8,7027948,2580,,,,
8,6802229,2657,,,,
8,4882142,1459,,,,
8,7943894,2337,,,,
8,3847478,1230,,,,
8,2492786,714,,,,
8,4978694,1468,,,,
8,5212576,1588,,,,
8,1204605,352,,,,
8,3106943,828,,,,
8,4805890,1245,,,,
8,1770665,534,,,,
8,931039,265,,,,
8,571143,193,,,,
8,903518,290,,,,
8,1036656,337,,,,
8,671679,192,,,,
8,531880,169,,,,
8,936132,302,,,,
8,1218987,371,,,,
8,442855,135,,,,
8,610307,193,,,,
8,1662084,492,,,,
8,1884099,522,,,,
8,63349,24,,,,
8,124346,30,,,,
8,102157,28,,,,
8,40918,13,,,,
8,33810,9,,,,
8,49323,13,,,,
8,54947,12,,,,
8,29969,7,,,,
8,86593,25,,,,
8,20824,5,,,,
8,69788,18,,,,
8,322654,72,,,,
8,625506,126,,,,
8,8197,1,,,,
8,11310,2,,,,
8,14996,2,,,,
8,11754,2,,,,
8,13532,3,,,,
8,18290,5,,,,
8,10383,3,,,,
8,7910,2,,,,
8,3605,1,,,,
8,9368,2,,,,
8,3661,1,,,,
8,734,1,,,,
8,64,1,,,,
8,2868,1,,,,
8,62281,15,,,,
8,72774,16,,,,
8,51765,10,,,,
8,50951,11,,,,
8,69922,17,,,,
8,71256,15,,,,
8,111684,21,,,,
8,31885,7,,,,
8,48,1,,,,
8,48,1,,,,
8,7891,2,,,,
8,48,1,,,,
8,66577,13,,,,
8,44558,10,,,,
8,72,1,,,,
8,48409,11,,,,
8,31152,8,,,,
8,42553,10,,,,
8,159457,32,,,,
8,109971,20,,,,
8,162213,36,,,,
8,61952,11,,,,
8,55152,9,,,,
8,110224,18,,,,
8,203199,34,,,,
8,176308,33,,,,
8,65380,14,,,,
8,99779,17,,,,
8,54628,13,,,,
8,77863,21,,,,
8,102973,23,,,,
8,53106,10,,,,
8,140033,27,,,,
8,78314,14,,,,
8,47029,10,,,,
8,29379,8,,,,
8,56640,16,,,,
8,60781,11,,,,
8,88704,24,,,,
8,37716,7,,,,
8,61586,13,,,,
8,93247,19,,,,
8,42656,10,,,,
8,31595,7,,,,
8,49891,10,,,,
8,27247,8,,,,
8,73191,13,,,,
8,71089,13,,,,
8,10135,2,,,,
8,32,1,,,,
8,131958,32,,,,
8,96300,18,,,,
8,120981,21,,,,
8,75230,13,,,,
8,36176,7,,,,
8,24,1,,,,
8,58547,14,,,,
8,142469,31,,,,
8,129474,24,,,,
8,211360,39,,,,
8,99254,18,,,,
8,81116,14,,,,
8,414360,87,,,,
8,140638,29,,,,
8,434223,82,,,,
8,377636,75,,,,
8,218206,50,,,,
8,70722,16,,,,
8,60814784,20154,,,,
8,8094847,2857,,,,
8,7989427,3026,,,,
8,25156977,8988,,,,
8,17532841,6119,,,,
8,13665586,5211,,,,
8,8653962,2967,,,,
8,10726757,3568,,,,
8,17622843,6014,,,,
8,16507975,6192,,,,
8,8627136,2940,,,,
8,3221877,1345,,,,
8,16680277,6548,,,,
8,2911917,1224,,,,
8,8725805,3298,,,,
8,312877,99,,,,
8,1262059,423,,,,
8,18615418,5717,,,,
8,10397901,3340,,,,
8,324679,95,,,,
8,168,1,,,,
8,16,1,,,,
8,4541477,1452,,,,
8,5191091,1833,,,,
8,7371522,2501,,,,
8,6785791,2295,,,,
8,18554994,6004,,,,
8,10560629,3531,,,,
8,8388395,2737,,,,
8,1646579,533,,,,
8,841166,268,,,,
8,2997211,1032,,,,
8,16525057,5136,,,,
8,619110,200,,,,
8,2269957,713,,,,
8,4638992,1523,,,,
8,2641916,815,,,,
8,1930337,658,,,,
8,521123,134,,,,
8,3054661,1089,,,,
8,9443115,3449,,,,
8,397690,119,,,,
8,276132,132,,,,
8,389988,107,,,,
8,171122,43,,,,
8,281242,63,,,,
8,179668,52,,,,
8,105179,24,,,,
8,130811,34,,,,
8,74627,19,,,,
8,19451,4,,,,
8,24136,5,,,,
8,11508,4,,,,
8,17770,6,,,,
8,13625,5,,,,
8,36581,11,,,,
8,19561,5,,,,
8,7197,2,,,,
8,15058,4,,,,
8,18430,4,,,,
8,26003,6,,,,
8,43268,9,,,,
8,13691,3,,,,
8,9172,2,,,,
8,22715,6,,,,
8,10714,3,,,,
8,51102,10,,,,
8,61722,12,,,,
8,435712,88,,,,
8,381374,72,,,,
8,229731,46,,,,
8,322463,78,,,,
8,80344,17,,,,
8,64030,17,,,,
8,198629,44,,,,
8,231188,50,,,,
8,201167,36,,,,
8,169367,31,,,,
8,235944,40,,,,
8,274115,53,,,,
8,892377,180,,,,
8,2229607,435,,,,
8,1783040,427,,,,
8,873008,185,,,,
8,632327,126,,,,
8,6517785,2488,,,,
8,12483911,4591,,,,
8,16716201,5722,,,,
8,4880655,1520,,,,
8,4326945,1371,,,,
8,3139881,999,,,,
8,6668501,2205,,,,
8,25029603,7530,,,,
8,13670669,4527,,,,
8,23323977,8212,,,,
8,19570473,7123,,,,
8,4123853,1434,,,,
8,14262326,5181,,,,
8,4376647,1642,,,,
8,25027825,9333,,,,
8,17458666,6652,,,,
8,2418358,763,,,,
8,4248535,1677,,,,
8,1405195,496,,,,
8,315527,125,,,,
8,724446,292,,,,
8,2484508,864,,,,
8,4144329,1539,,,,
8,1607982,582,,,,
8,1047757,409,,,,
8,952279,378,,,,
8,930472,344,,,,
8,220443,93,,,,
8,806981,279,,,,
8,2062098,704,,,,
8,2718032,986,,,,
8,812787,271,,,,
8,637499,207,,,,
8,2828275,901,,,,
8,3038928,986,,,,
8,2572070,826,,,,
8,824939,251,,,,
8,1298429,398,,,,
8,920691,268,,,,
8,866440,254,,,,
8,1578662,548,,,,
8,775845,275,,,,
8,683785,243,,,,
8,1032746,344,,,,
8,289002,92,,,,
8,115094,36,,,,
8,20716,9,,,,
8,24,1,,,,
8,230644,79,,,,
8,215721,79,,,,
8,56,1,,,,
8,56,1,,,,
8,276006,101,,,,
8,318995,125,,,,
8,42051,16,,,,
8,772653,259,,,,
8,254044,90,,,,
8,570061,165,,,,
8,900257,270,,,,
8,1241481,410,,,,
8,309817,109,,,,
8,464236,159,,,,
8,905558,280,,,,
8,270816,86,,,,
8,181446,41,,,,
8,331422,100,,,,
8,604193,142,,,,
8,419193,114,,,,
8,125768,35,,,,
8,292273,85,,,,
8,164609,51,,,,
8,424929,96,,,,
8,303788,91,,,,
8,354311,93,,,,
8,166851,44,,,,
8,837002,210,,,,
8,73903,23,,,,
8,1188490,293,,,,
8,325911,88,,,,
8,762028,188,,,,
8,143631,37,,,,
8,94990,23,,,,
8,97135,24,,,,
8,104201,23,,,,
8,114542,23,,,,
8,178705,41,,,,
8,239955,48,,,,
8,231893,53,,,,
8,72961,13,,,,
8,44296,8,,,,
8,157296,39,,,,
8,354433,77,,,,
8,242627,45,,,,
8,143119,27,,,,
8,175012,31,,,,
8,195952,35,,,,
8,268986,67,,,,
8,521303,102,,,,
8,401572,76,,,,
8,294793,60,,,,
8,175797,33,,,,
8,658621,131,,,,
8,490379,102,,,,
8,1397074,295,,,,
8,1234646,250,,,,
8,21254286,7694,,,,
8,20207245,7475,,,,
8,23427770,8535,,,,
8,14053765,5285,,,,
8,34062783,11431,,,,
8,6805175,2306,,,,
8,18116292,6279,,,,
8,41759629,17668,,,,
8,32977061,13729,,,,
8,12710911,4650,,,,
8,27415020,9096,,,,
8,15242100,5436,,,,
8,24719003,8803,,,,
8,41843543,14845,,,,
8,52300536,19438,,,,
8,6111320,2210,,,,
8,18342781,6720,,,,
8,23582617,8485,,,,
8,30798557,11203,,,,
8,51784054,18888,,,,
8,30307290,10745,,,,
8,69184508,23849,,,,
8,38464269,14455,,,,
8,32004539,11642,,,,
8,19605288,7264,,,,
8,17311685,6283,,,,
8,3950344,1629,,,,
8,2031526,697,,,,
8,5404670,1917,,,,
8,7482327,2820,,,,
8,12433242,4196,,,,
8,902169,282,,,,
8,1954200,609,,,,
8,1692488,575,,,,
8,1247200,413,,,,
8,238430,68,,,,
8,2364538,786,,,,
8,7586300,2482,,,,
8,124304,43,,,,
8,132947,37,,,,
8,731433,181,,,,
8,840081,213,,,,
8,333941,88,,,,
8,1055248,252,,,,
8,1002044,235,,,,
8,683304,161,,,,
8,732993,188,,,,
8,24706,9,,,,
8,165238,48,,,,
8,225778,59,,,,
8,422763,104,,,,
8,221702,56,,,,
8,229059,73,,,,
8,250660,68,,,,
8,342002,109,,,,
8,134685,37,,,,
8,3298761,853,,,,
8,386647,108,,,,
8,1033219,278,,,,
8,1218464,307,,,,
8,362208,72,,,,
8,1062363,226,,,,
8,1003937,209,,,,
8,1658179,385,,,,
8,1112795,234,,,,
8,1453345,393,,,,
8,1532402,424,,,,
8,23904145,8724,,,,
8,43356149,15398,,,,
8,26135514,10071,,,,
8,33581885,12808,,,,
8,29949545,10845,,,,
8,49540716,16959,,,,
8,21916367,8272,,,,
8,16221461,6763,,,,
8,28938862,11196,,,,
8,10478792,3716,,,,
8,4215098,1559,,,,
8,4114585,1495,,,,
8,19062141,6440,,,,
8,11067104,3997,,,,
8,16354457,5695,,,,
8,11777340,3762,,,,
8,5042091,1713,,,,
8,25737564,9128,,,,
8,12466324,4400,,,,
8,6066480,2019,,,,
8,4198790,1374,,,,
8,2750675,830,,,,
8,2961090,999,,,,
8,1584394,511,,,,
8,1661253,631,,,,
8,731548,262,,,,
8,809947,293,,,,
8,921739,253,,,,
8,1391375,404,,,,
8,3449940,917,,,,
8,6553426,1755,,,,
8,1087016,295,,,,
8,985500,275,,,,
8,469052,129,,,,
8,194714,46,,,,
8,280055,77,,,,
8,53754,16,,,,
8,100428,24,,,,
8,398960,118,,,,
8,72292,28,,,,
8,222090,72,,,,
8,297786,78,,,,
8,387974,101,,,,
8,149493,47,,,,
8,140646,34,,,,
8,119361,30,,,,
8,99170,25,,,,
8,133789,38,,,,
8,313877,87,,,,
8,104784,30,,,,
8,394634,98,,,,
8,817606,222,,,,
8,77841,26,,,,
8,42606,11,,,,
8,148545,45,,,,
8,244185,64,,,,
8,138982,33,,,,
8,119407,38,,,,
8,9829,2,,,,
8,20350,5,,,,
8,20190,4,,,,
8,21925,4,,,,
8,9788,2,,,,
8,7937,2,,,,
8,12229,4,,,,
8,27538,7,,,,
8,17906,4,,,,
8,118761,28,,,,
8,105841,22,,,,
8,107289,24,,,,
8,355135,70,,,,
8,361184,72,,,,
8,1208554,258,,,,
8,1742122,360,,,,
8,1788400,383,,,,
8,2041219,439,,,,
8,1191093,260,,,,
8,613785,129,,,,
8,29946350,11067,,,,
8,22326748,8621,,,,
8,5907668,2409,,,,
8,14592476,5651,,,,
8,7614659,2927,,,,
8,5491829,2092,,,,
8,7660707,2841,,,,
8,5568575,2081,,,,
8,6197653,2315,,,,
8,10439071,3502,,,,
8,4112340,1400,,,,
8,11044013,3883,,,,
8,8890408,3157,,,,
8,9607565,3257,,,,
8,36377380,12175,,,,
8,5173295,1974,,,,
8,8808585,3314,,,,
8,10794396,3929,,,,
8,2039312,904,,,,
8,957343,448,,,,
8,711882,303,,,,
8,965749,391,,,,
8,1669692,712,,,,
8,1580882,664,,,,
8,456005,163,,,,
8,1040047,387,,,,
8,980883,382,,,,
8,1307411,446,,,,
8,669914,256,,,,
8,731181,282,,,,
8,1686447,616,,,,
8,375487,132,,,,
8,401214,133,,,,
8,331662,113,,,,
8,313982,100,,,,
8,204339,62,,,,
8,720899,260,,,,
8,313893,119,,,,
8,345625,101,,,,
8,809437,234,,,,
8,621117,157,,,,
8,627519,156,,,,
8,577283,151,,,,
8,996432,290,,,,
8,1261002,423,,,,
8,725795,243,,,,
8,1978374,731,,,,
8,19264808,6290,,,,
8,4087662,1536,,,,
8,2982562,1075,,,,
8,6871725,2696,,,,
8,6093653,2108,,,,
8,16328762,5601,,,,
8,7034476,2693,,,,
8,19128591,7266,,,,
8,30762639,12121,,,,
8,20030990,7716,,,,
8,5797466,2054,,,,
8,33052612,12556,,,,
8,112575594,41441,,,,
8,94964583,35131,,,,
8,32512083,12139,,,,
8,31959389,11342,,,,
8,26396243,10842,,,,
8,28223768,11528,,,,
8,20533051,7683,,,,
8,20155879,7509,,,,
8,22519350,8383,,,,
8,24415306,9303,,,,
8,10492788,4183,,,,
8,9092479,3570,,,,
8,8843773,3546,,,,
8,6224287,2254,,,,
8,3236922,1238,,,,
8,2335533,934,,,,
8,3264465,1120,,,,
8,2514396,789,,,,
8,2928480,1008,,,,
8,1793765,595,,,,
8,1635481,592,,,,
8,1393509,476,,,,
8,1419270,504,,,,
8,1157502,391,,,,
8,2703657,871,,,,
8,1497124,504,,,,
8,64,1,,,,
8,152,1,,,,
8,2950109,1034,,,,
8,2490677,794,,,,
8,1947670,612,,,,
8,2780704,892,,,,
8,1961427,682,,,,
8,3483587,1172,,,,
8,3027609,1053,,,,
8,2043021,767,,,,
8,2798604,1058,,,,
8,6227880,2304,,,,
8,402800,134,,,,
8,361039,129,,,,
8,323620,104,,,,
8,243789,62,,,,
8,446881,120,,,,
8,1178941,354,,,,
8,711716,232,,,,
8,1926950,607,,,,
8,510940,140,,,,
8,813716,235,,,,
8,856626,279,,,,
8,447538,123,,,,
8,428738,120,,,,
8,430240,122,,,,
8,1088923,326,,,,
8,802391,199,,,,
8,747098,155,,,,
8,807981,180,,,,
8,139704,32,,,,
8,168061,36,,,,
8,354876,70,,,,
8,1105776,278,,,,
8,445884,106,,,,
8,512083,130,,,,
8,540821,127,,,,
8,403183,87,,,,
8,449320,87,,,,
8,548745,109,,,,
8,238048,56,,,,
8,334945,71,,,,
8,242820,50,,,,
8,415595,70,,,,
8,407836,74,,,,
8,313106,73,,,,
8,896321,171,,,,
8,615680,146,,,,
8,2431753,533,,,,
8,1343844,280,,,,
8,6556158,2173,,,,
8,2842887,940,,,,
8,8980485,2687,,,,
8,7533925,2349,,,,
8,18664183,5739,,,,
8,55436509,16588,,,,
8,21518317,7138,,,,
8,6303061,2224,,,,
8,6348962,2103,,,,
8,21285201,7049,,,,
8,8319206,2624,,,,
8,6713284,2251,,,,
8,4708016,1644,,,,
8,3712746,1267,,,,
8,1639686,593,,,,
8,2308376,753,,,,
8,3610779,1149,,,,
8,3882326,1243,,,,
8,5349551,1521,,,,
8,2417262,836,,,,
8,2350408,781,,,,
8,1797365,644,,,,
8,2329156,767,,,,
8,1333586,466,,,,
8,3143523,938,,,,
8,7941175,2558,,,,
8,1966407,532,,,,
8,10638381,3553,,,,
8,6643647,2281,,,,
8,3737946,1280,,,,
8,216,1,,,,
8,816547,305,,,,
8,779661,252,,,,
8,851331,352,,,,
8,5515257,1739,,,,
8,5153328,1601,,,,
8,3141960,934,,,,
8,4863339,1540,,,,
8,4533860,1330,,,,
8,6178506,2017,,,,
8,8522746,2648,,,,
8,3113916,965,,,,
8,13995152,4417,,,,
8,3194751,956,,,,
8,1183435,360,,,,
8,10806856,3368,,,,
8,2006471,653,,,,
8,1515962,467,,,,
8,1519421,491,,,,
8,1314386,395,,,,
