Depth,Nodes,TimeMs,HistoryHitRate
8,23267235,14010,0.13
8,10751712,6001,0.10
8,9576305,5903,0.20
8,12192800,6681,0.11
8,13297992,7836,0.22
8,25748632,14623,0.17
8,13174730,8039,0.19
8,10822754,6341,0.15
8,20919258,12571,0.22
8,8261964,5430,0.28
8,11446497,7301,0.27
8,10752398,5357,0.17
8,14873048,8404,0.10
8,10232453,6032,0.08
8,21797186,12264,0.10
8,20957907,12714,0.12
8,20395484,11945,0.16
8,22111755,13224,0.13
8,10550780,6182,0.15
8,13054428,7743,0.15
8,4024304,2578,0.08
8,3491656,2163,0.19
8,4192712,2592,0.41
8,2093207,1167,0.40
8,3839830,2301,0.45
8,2347614,1258,0.34
8,5719779,3303,0.46
8,4441169,2570,0.72
8,2510662,1347,0.51
8,933313,479,0.22
8,1396654,751,0.35
8,1266326,656,0.54
8,731050,360,0.47
8,1456372,745,1.04
8,963253,452,0.68
8,751718,373,0.81
8,1031935,517,1.06
8,225621,98,0.76
8,436138,183,0.86
8,714972,345,1.20
8,881577,453,1.02
8,644846,312,1.31
8,125883,72,1.58
8,200,1,0.00
8,176,1,0.00
8,15219774,7829,0.16
8,6081755,3500,0.06
8,7475101,4335,0.08
8,9304691,5023,0.19
8,14831443,7655,0.22
8,15508535,7569,0.09
8,7212322,4065,0.08
8,10914152,6357,0.15
8,9523304,5822,0.20
8,11700590,6700,0.16
8,12027709,6554,0.14
8,7513075,4206,0.08
8,8276478,4859,0.08
8,12757200,6759,0.15
8,10548174,5767,0.12
8,8489630,4474,0.25
8,3017105,1851,0.10
8,2598934,1333,0.32
8,3734160,1818,0.20
8,5138544,2607,0.33
8,5528864,2838,0.39
8,3900887,1904,0.27
8,2375263,1372,0.19
8,1416355,738,0.09
8,2608120,1245,0.19
8,6096724,2934,0.30
8,3614484,1730,0.18
8,2121941,1134,0.14
8,2828997,1360,0.22
8,4826220,2547,0.37
8,5223492,2783,0.31
8,5341496,2746,0.28
8,5255178,2664,0.28
8,3326349,1694,0.36
8,3019425,1509,0.42
8,2789753,1418,0.37
8,4909377,2612,0.34
8,4721852,2485,0.41
8,5128934,2771,0.43
8,4564017,2300,0.31
8,7532824,4045,0.49
8,200,1,0.00
8,240,1,0.00
8,19590743,10805,0.23
8,14159710,8016,0.23
8,23101874,12145,0.17
8,13365282,7294,0.13
8,22363037,11907,0.20
8,12114727,6721,0.14
8,7963918,4776,0.08
8,7107145,4178,0.07
8,1869206,955,0.12
8,1247277,550,0.11
8,1192184,565,0.11
8,1011134,457,0.13
8,1005330,507,0.43
8,1053528,577,0.27
8,2656206,1469,0.20
8,2059729,1102,0.35
8,1401338,768,0.28
8,1136605,629,0.28
8,283749,133,0.57
8,424530,174,0.88
8,199703,107,0.97
8,317544,135,1.01
8,316815,130,1.17
8,226027,94,0.93
8,130209,52,0.84
8,305907,115,0.50
8,198911,72,0.77
8,125092,49,1.31
8,86905,39,1.24
8,99177,37,1.22
8,68232,26,1.20
8,58794,24,1.21
8,73454,29,1.09
8,38094,15,1.36
8,80,1,0.00
8,88,1,0.00
8,12084142,5636,0.13
8,8417392,4531,0.09
8,7616033,3749,0.08
8,7395714,3400,0.08
8,16423687,7997,0.18
8,17718782,8994,0.21
8,14770287,7848,0.10
8,27419276,15716,0.15
8,25693679,13889,0.10
8,7377525,3839,0.09
8,6708496,3676,0.07
8,4755634,2866,0.15
8,5234296,3226,0.30
8,7566704,4905,0.24
8,3995636,2465,0.33
8,8441912,5185,0.22
8,7538547,4564,0.32
8,13016365,7922,0.59
8,12022188,7147,0.36
8,20266596,12162,0.51
8,11398650,6781,0.34
8,960886,475,0.87
8,6284022,3081,0.99
8,5602086,2777,1.04
8,6252734,3260,0.11
8,6884577,3872,0.20
8,7846238,4558,0.19
8,19408748,10540,0.35
8,29705429,16480,0.38
8,29360696,15859,0.32
8,21071222,11910,0.26
8,42711901,27577,0.36
8,49661707,28961,0.27
8,18493341,10444,0.15
8,53010209,28796,0.27
8,31785849,17560,0.18
8,11235808,6352,0.10
8,21487983,11572,0.09
8,6138316,3561,0.06
8,7488151,4461,0.09
8,17194151,10649,0.13
8,5046903,3087,0.09
8,5992468,3689,0.15
8,5364499,3198,0.36
8,862208,453,0.43
8,6089186,3755,0.43
8,3326588,2317,0.23
8,2129687,1273,0.24
8,1401589,1001,0.43
8,2108034,1252,0.29
8,1791818,1354,0.38
8,866756,544,0.41
8,676285,428,0.30
8,264,1,0.00
8,224,1,0.00
8,2931892,1635,0.04
8,7552907,3670,0.12
8,8642004,4424,0.27
8,30493938,16092,0.38
8,38006934,20294,0.25
8,20319716,10950,0.23
8,35695656,19043,0.28
8,3354146,2067,0.11
8,1778821,1084,0.23
8,3546295,1931,0.16
8,5626608,2856,0.17
8,6273764,2615,0.08
8,1775992,816,0.03
8,2235888,952,0.09
8,3882793,1767,0.11
8,7565413,4280,0.26
8,6497096,3775,0.23
8,6035803,3923,0.36
8,7225848,3961,0.33
8,9167059,5150,0.31
8,5290573,2605,0.29
8,5615264,3212,0.30
8,5054266,2825,0.20
8,4606920,2541,0.17
8,9414436,5120,0.24
8,918985,556,0.16
8,3380438,1851,0.40
8,1617742,902,0.45
8,1339246,766,0.38
8,2648716,1383,0.61
8,3609865,1970,0.69
8,5286252,2959,0.66
8,5156415,2730,0.53
8,4136678,2291,0.59
8,3747941,1922,0.53
8,2603670,1418,0.58
8,1189268,641,0.57
8,1182085,547,0.25
8,1830479,802,0.20
8,769607,456,0.34
8,824231,441,0.25
8,1456379,752,0.36
8,211578,96,0.54
8,564683,223,0.66
8,257424,105,0.59
8,311886,122,1.08
8,346790,136,0.94
8,343325,151,1.49
8,507500,224,1.91
8,395932,166,1.43
8,1038300,407,1.33
8,123160,59,1.66
8,181627,75,1.26
8,643062,239,0.72
8,455575,187,1.18
8,453332,191,1.30
8,1362631,534,1.10
8,150922,70,1.70
8,405012,166,1.34
8,713143,286,1.22
8,430748,185,1.60
8,611233,242,1.22
8,767027,318,1.35
8,520002,226,1.35
8,456096,171,0.83
8,678690,254,0.88
8,130032,50,1.14
8,242027,88,0.86
8,215874,83,0.93
8,766711,287,0.85
8,517168,200,0.83
8,553794,221,0.70
8,284847,126,0.98
8,252776,100,1.02
8,537382,157,0.62
8,582489,176,0.62
8,305235,94,0.73
8,373418,114,0.57
8,442783,131,0.60
8,300497,89,0.73
8,295023,90,0.48
8,241659,71,0.53
8,7153852,3579,0.22
8,12747822,5870,0.08
8,12676317,6290,0.09
8,17885670,8803,0.13
8,33101988,17293,0.15
8,67694971,35378,0.11
8,72971149,40277,0.12
8,52245751,30208,0.09
8,5128968,2858,0.04
8,7304514,4114,0.07
8,3577639,1981,0.01
8,1349152,725,0.02
8,837203,370,0.04
8,2864388,1682,0.24
8,2912654,1429,0.36
8,4458632,2123,0.51
8,5746497,2731,0.75
8,5680190,2944,0.94
8,1846114,930,0.98
8,2177880,1186,0.71
8,1788626,1007,0.60
8,930392,524,0.41
8,2585155,1358,0.58
8,3320491,1966,0.84
8,2654454,1490,0.50
8,1900025,1762,0.47
8,3425383,2494,0.66
8,492516,284,0.45
8,428691,254,0.93
8,1334582,733,1.08
8,1434759,768,1.35
8,600472,343,0.79
8,1121150,592,0.82
8,1976322,1298,1.01
8,1498787,792,1.08
8,948980,489,1.03
8,427934,201,0.78
8,393193,198,1.00
8,887707,404,1.29
8,665317,351,1.33
8,522848,256,1.37
8,441670,191,1.41
8,153957,72,2.08
8,216953,89,1.41
8,202574,89,1.27
8,302372,141,1.35
8,180743,89,1.30
8,455118,254,1.29
8,310031,136,1.21
8,193817,85,1.19
8,236151,105,1.32
8,1021105,457,1.42
8,24,1,0.00
8,168,1,0.00
8,6922890,3252,0.06
8,7471335,3104,0.08
8,13729601,5500,0.10
8,9101244,2498,0.08
8,9878804,2952,0.08
8,7222476,2007,0.11
8,11698058,3485,0.14
8,15076938,4259,0.13
8,7553838,2189,0.11
8,10064059,2947,0.06
8,4086096,1172,0.04
8,2830236,925,0.09
8,2856533,803,0.18
8,3942567,1103,0.27
8,4867489,1283,0.18
8,4003658,1003,0.22
8,4760544,1168,0.14
8,1536637,435,0.11
8,1073474,307,0.26
8,1319374,335,0.35
8,859190,233,0.26
8,1376183,334,0.79
8,187353,49,0.35
8,89707,21,0.88
8,280708,54,0.98
8,474179,98,0.76
8,341522,75,1.23
8,298408,68,1.15
8,304538,65,1.27
8,245033,57,1.15
8,481596,109,0.63
8,133887,27,0.94
8,200678,41,0.51
8,281965,59,0.80
8,150972,35,0.72
8,270114,55,0.72
8,140391,45,1.14
8,191367,42,0.98
8,180842,41,0.75
8,98394,21,1.08
8,228409,46,0.89
8,164000,33,0.64
8,487318,106,0.84
8,140684,30,1.10
8,257821,59,1.49
8,148094,35,0.72
8,160027,35,0.53
8,237373,45,0.78
8,252987,51,0.58
8,195505,37,0.52
8,587871,120,0.40
8,245615,60,0.38
8,186060,42,0.29
8,22752076,6954,0.18
8,13845316,4199,0.07
8,5757222,1664,0.13
8,17061533,4860,0.19
8,34699714,10114,0.16
8,31950936,9307,0.10
8,20228739,6105,0.04
8,17880593,5247,0.03
8,13815998,4460,0.08
8,15452593,5383,0.06
8,12276601,3665,0.23
8,23514308,7045,0.37
8,17858812,5191,0.37
8,39993194,11572,0.42
8,12537652,3745,0.35
8,5127108,1507,0.15
8,16953948,4796,0.21
8,26233574,7330,0.25
8,11319565,3282,0.19
8,4011381,1209,0.14
8,1559573,431,0.26
8,2446487,639,0.27
8,964763,259,0.37
8,654911,144,0.32
8,2067406,505,0.56
8,1794802,494,0.82
8,1987799,504,0.94
8,979334,276,0.76
8,262101,65,0.38
8,657432,174,0.58
8,1055842,276,0.53
8,906290,245,0.33
8,790593,213,0.30
8,754968,216,0.52
8,1011565,273,0.68
8,769674,227,0.76
8,465957,149,0.87
8,531646,159,0.75
8,615641,161,0.83
8,322759,94,0.75
8,397935,101,0.83
8,307990,84,0.84
8,176640,49,1.05
8,30786,8,1.42
8,173992,45,1.34
8,151470,43,1.45
8,137198,45,1.84
8,162722,50,1.56
8,209158,65,1.19
8,143081,40,1.22
8,172779,36,1.57
8,130031,33,1.97
8,147369,40,2.24
8,70519,21,2.21
8,152,1,0.00
8,136,1,0.00
8,6327848,2254,0.41
8,6233404,2337,0.23
8,9670009,3485,0.15
8,5984229,2091,0.26
8,5334282,1800,0.19
8,4809413,1650,0.22
8,9249738,2814,0.30
8,14836687,4809,0.51
8,18433330,5997,0.32
8,15262796,4893,0.22
8,10065777,3255,0.27
8,14583523,4462,0.27
8,6625138,2052,0.20
8,15953911,5187,0.20
8,7155739,2207,0.16
8,13802460,4312,0.21
8,10066243,3228,0.19
8,15421985,4628,0.21
8,12355109,3510,0.16
8,8498610,2296,0.11
8,20167463,5423,0.17
8,11653194,3410,0.19
8,6644413,1993,0.20
8,11430305,3364,0.20
8,4752414,1621,0.33
8,11709536,3758,0.41
8,11769182,3753,0.35
8,10014326,3313,0.29
8,6466356,1774,0.16
8,2937833,1004,0.36
8,352,1,0.00
8,312,1,0.00
8,5769767,1561,0.41
8,6463663,1997,0.42
8,3491754,1026,0.32
8,4786882,1413,0.34
8,4721324,1349,0.20
8,4274366,1166,0.22
8,1659073,558,0.17
8,2430031,694,0.17
8,6854265,1875,0.26
8,10747479,2992,0.22
8,3438286,984,0.24
8,6020862,1630,0.29
8,3331868,895,0.19
8,8379362,2342,0.23
8,7232963,2119,0.26
8,5289680,1544,0.28
8,2769601,708,0.20
8,1732108,424,0.15
8,685938,198,0.58
8,883343,259,0.62
8,2561892,801,0.64
8,1975649,605,0.52
8,4031378,1197,0.53
8,3665348,1144,0.60
8,2809458,801,0.48
8,3256894,914,0.41
8,3556067,952,0.49
8,4147260,1051,0.50
8,4857689,1429,0.57
8,2037634,699,0.45
8,329341,74,0.49
8,285079,69,0.70
8,362439,93,1.19
8,233725,65,0.95
8,414926,126,1.60
8,395311,95,1.43
8,108405,29,1.41
8,162664,39,1.34
8,291170,85,2.02
8,152904,46,2.34
8,36368,9,2.09
8,108608,27,2.53
8,151969,35,2.06
8,96211,26,2.04
8,90558,22,1.75
8,41770,9,1.81
8,78361,17,1.67
8,90558,22,1.58
8,111395,27,1.88
8,94262,20,1.47
8,17057,4,4.58
8,13293,4,2.58
8,8525,1,2.58
8,115216,21,1.20
8,231402,41,2.40
8,129785,23,2.17
8,208927,37,1.80
8,115829,23,1.87
8,94988,16,1.91
8,74950,14,1.46
8,62414,11,1.59
8,20615316,6991,0.07
8,17743752,5904,0.07
8,14780752,5190,0.08
8,13970955,4490,0.10
8,15016560,4457,0.04
8,15469296,4211,0.02
8,16772319,4671,0.03
8,6321648,1911,0.05
8,13132689,4500,0.14
8,13760203,4223,0.11
8,2435347,787,0.04
8,5446741,1877,0.12
8,5357136,1910,0.14
8,6256323,1999,0.25
8,4545634,1599,0.26
8,3000948,980,0.24
8,13737252,4764,0.32
8,11589399,3930,0.25
8,4443640,1401,0.14
8,10871896,3066,0.13
8,7215549,2043,0.19
8,9561860,2537,0.12
8,4734954,1455,0.13
8,8266450,2621,0.23
8,1499211,517,0.28
8,521341,174,0.33
8,879226,270,0.47
8,720445,247,0.63
8,1212847,325,0.62
8,925496,309,0.91
8,396914,120,0.97
8,170583,67,0.98
8,146042,51,1.25
8,200,1,0.00
8,200,1,0.00
8,6618710,1919,0.16
8,13293259,3834,0.12
8,10405217,3214,0.13
8,16002207,4949,0.11
8,10394022,3538,0.07
8,18446007,5757,0.09
8,10264386,3339,0.06
8,22897454,6887,0.09
8,22461221,6812,0.13
8,5917572,1765,0.04
8,11182641,3091,0.13
8,11928145,3314,0.16
8,8516777,2397,0.15
8,11382383,3102,0.14
8,7293695,2080,0.19
8,14447755,3980,0.17
8,20427282,5926,0.24
8,29075804,8825,0.17
8,4567134,1284,0.04
8,4692635,1398,0.09
8,9160379,2532,0.08
8,7176094,2199,0.16
8,2464304,779,0.13
8,1415442,404,0.22
8,2189597,711,0.22
8,616329,222,0.19
8,676303,162,0.18
8,1061540,250,0.35
8,272148,83,1.29
8,428044,136,1.52
8,311736,99,0.98
8,481577,134,0.81
8,262171,60,0.44
8,63424,26,0.84
8,40304,12,0.55
8,123349,31,0.72
8,49673,11,1.71
8,26856,5,1.18
8,71836,13,1.17
8,61536,14,2.42
8,53490,15,1.91
8,38995,12,2.12
8,2972,1,2.82
8,40,1,0.00
8,32,1,0.00
8,24145849,6902,0.12
8,15232117,4200,0.12
8,19270527,5527,0.12
8,24786737,7420,0.09
8,10197476,2944,0.09
8,12112423,3518,0.24
8,4467459,1395,0.08
8,2927460,971,0.15
8,5677358,1930,0.40
8,6218004,1961,0.25
8,3768636,1243,0.30
8,6732002,2432,0.24
8,5884654,2102,0.21
8,2730346,860,0.10
8,6284931,2237,0.14
8,4874837,1724,0.20
8,2322700,653,0.27
8,2849280,1008,0.17
8,1668530,646,0.29
8,4408569,1328,0.42
8,2867442,1098,0.59
8,3885302,1285,0.56
8,1651249,584,0.63
8,706275,238,0.66
8,2385035,851,0.84
8,1023243,413,0.72
8,312,1,0.00
8,264,1,0.00
8,4894655,1361,0.05
8,9070484,2578,0.05
8,4493572,1315,0.09
8,13316126,3880,0.11
8,15713521,4619,0.12
8,9372349,2843,0.17
8,14600728,4208,0.20
8,9866746,2672,0.14
8,10564460,2978,0.13
8,11472072,3070,0.12
8,8398349,2177,0.06
8,7132076,1770,0.04
8,9257044,2483,0.09
8,15729267,4429,0.09
8,7074336,1991,0.06
8,13610375,4305,0.09
8,10849061,3387,0.09
8,11436982,3416,0.08
8,17306938,5027,0.07
8,6242130,1955,0.02
8,5198324,1763,0.04
8,2742070,801,0.00
8,384,1,0.00
8,352,1,0.00
8,13494137,4241,0.35
8,14926607,4503,0.31
8,23910232,7033,0.24
8,8479767,2393,0.20
8,33945424,9210,0.20
8,18591431,5164,0.28
8,23628895,6734,0.30
8,16897465,4921,0.32
8,16230565,4493,0.27
8,5733013,1672,0.13
8,4913603,1377,0.10
8,3357942,1009,0.06
8,3575410,964,0.13
8,9429647,2532,0.18
8,6390207,1803,0.16
8,16676480,4358,0.19
8,2816148,783,0.15
8,4182439,1275,0.31
8,10072260,2594,0.14
8,2923504,802,0.11
8,3227039,807,0.06
8,893239,206,0.16
8,819464,203,0.39
8,2025662,541,0.41
8,1468730,418,0.45
8,1211662,326,0.55
8,793308,230,0.41
8,439484,117,0.65
8,672244,170,0.87
8,720317,182,1.03
8,403692,137,1.82
8,523452,147,1.82
8,236222,64,1.61
8,377777,103,1.27
8,542250,142,0.96
8,672245,207,0.87
8,821329,244,1.00
8,325282,78,0.72
8,575849,142,1.82
8,551838,138,2.25
8,421569,102,1.98
8,594725,155,2.29
8,497439,130,2.21
8,985184,246,1.27
8,1169229,291,1.08
8,602462,166,0.59
8,782521,197,0.80
8,627268,163,0.65
8,1194229,246,1.03
8,715849,173,1.01
8,716901,154,1.36
8,560438,115,1.12
8,784243,153,1.28
8,801726,161,1.11
8,697791,148,1.25
8,899772,180,1.58
8,361272,73,1.34
8,497986,99,1.47
8,434592,92,1.23
8,600246,114,1.16
8,8639811,2556,0.17
8,14724214,4140,0.25
8,6992363,2012,0.10
8,23028268,6341,0.16
8,9639573,2812,0.12
8,10095929,2859,0.14
8,28976468,8312,0.18
8,14160915,4074,0.09
8,5301551,1686,0.06
8,5390687,1675,0.04
8,1582517,533,0.05
8,3944363,993,0.15
8,5179658,1475,0.18
8,5937175,1561,0.18
8,3546965,932,0.15
8,6863568,2061,0.29
8,5501227,1870,0.42
8,5582549,1690,0.41
8,8264057,2583,0.34
8,9691746,3024,0.36
8,11370182,3347,0.41
8,3711608,1097,0.28
8,3089253,956,0.57
8,3069084,934,0.59
8,9732229,3180,0.73
8,3282289,1074,0.35
8,2829045,931,0.36
8,716219,221,0.47
8,2289464,720,0.46
8,334319,104,0.76
8,746456,255,0.80
8,758428,265,0.86
8,802620,270,0.94
8,128553,38,0.82
8,243549,64,0.84
8,375398,66,2.11
8,330820,61,1.55
8,246777,64,0.90
8,5035417,1398,0.13
8,6616304,1752,0.12
8,3583359,959,0.16
8,6051446,2114,0.16
8,4705075,1526,0.32
8,10807837,3595,0.28
8,22397765,7255,0.29
8,13688152,4355,0.18
8,8469483,3070,0.15
8,9052358,3060,0.24
8,6195771,2082,0.16
8,7390944,2437,0.14
8,8209726,2476,0.09
8,10605099,3998,0.21
8,25143784,9612,0.15
8,25950291,10301,0.14
8,41293955,14589,0.19
8,44391580,15260,0.20
8,40705900,13568,0.19
8,33080841,11342,0.17
8,41278544,14023,0.15
8,31035994,10719,0.17
8,31043495,10006,0.13
8,13261369,4293,0.09
8,14267036,4763,0.08
8,9422225,2932,0.06
8,13154365,4616,0.10
8,4980220,1696,0.04
8,2353513,740,0.16
8,4639130,1472,0.32
8,5678391,1658,0.16
8,4831282,1461,0.16
8,5059600,1520,0.46
8,5603357,1648,0.64
8,1685722,516,1.14
8,1761098,507,1.10
8,595082,153,0.69
8,1323882,399,1.12
8,2538115,760,1.16
8,2934293,811,1.07
8,1033324,280,0.42
8,773454,196,0.52
8,103980,31,0.60
8,562496,150,1.57
8,392436,100,1.85
8,496987,146,1.55
8,479121,139,1.18
8,317506,126,0.61
8,615809,215,1.06
8,206353,62,1.15
8,276322,83,2.05
8,110592,27,1.32
8,98874,36,2.09
8,53156,13,2.19
8,127733,32,2.38
8,187604,51,2.19
8,31142,9,1.91
8,40259,12,2.57
8,135869,26,2.63
8,289091,59,2.84
8,475535,101,2.51
8,1742006,376,3.43
8,1172099,275,3.49
8,1293106,277,3.38
8,1324162,273,2.58
8,797013,171,2.54
8,3255285,959,0.27
8,3811231,1168,0.23
8,8347734,2426,0.16
8,4388412,1303,0.13
8,4435286,1207,0.16
8,3459667,914,0.11
8,4492169,1253,0.13
8,14112572,3445,0.09
8,4581884,1185,0.03
8,3584704,1146,0.06
8,9645204,2554,0.12
8,6332588,1648,0.05
8,13607217,4067,0.13
8,22127834,5784,0.05
8,10087175,2942,0.05
8,17587179,4847,0.05
8,18437795,5164,0.05
8,6806774,1974,0.03
8,4011518,1189,0.02
8,4342707,1243,0.05
8,16786920,4777,0.13
8,8875932,2557,0.12
8,4447255,1228,0.15
8,8349962,2105,0.14
8,6097816,1633,0.15
8,4412328,1182,0.18
8,2562046,750,0.22
8,4261006,963,0.11
8,208,1,0.00
8,16,1,0.00
8,7379340,1954,0.13
8,12532207,3281,0.17
8,14499890,3649,0.12
8,12578484,3326,0.06
8,10024549,2826,0.05
8,10250402,2980,0.13
8,18685989,5598,0.15
8,17471358,5267,0.15
8,8381603,2642,0.11
8,11687739,3843,0.17
8,15925735,4983,0.14
8,7597114,2490,0.13
8,1119259,359,0.20
8,5438551,1777,0.30
8,982050,336,0.24
8,1818262,578,0.49
8,1390005,374,0.49
8,2954964,915,0.54
8,5802714,1844,0.62
8,3693389,1259,0.53
8,4557823,1482,0.62
8,3785262,1208,0.69
8,1525295,501,0.56
8,2115223,716,0.76
8,785368,255,0.42
8,200018,79,0.40
8,266905,70,0.65
8,438067,122,1.08
8,435882,109,1.61
8,419374,104,1.45
8,301996,77,1.45
8,246026,69,0.95
8,345849,83,1.28
8,227626,62,1.57
8,266143,74,1.50
8,312237,86,1.83
8,293107,84,1.79
8,187864,55,1.78
8,68345,21,1.68
8,168,1,0.00
8,160,1,0.00
8,10113189,3194,0.11
8,20682762,6692,0.23
8,27092917,8573,0.22
8,16852394,5776,0.17
8,6152685,2073,0.09
8,5508168,1836,0.11
8,4206453,1508,0.18
8,13234789,4321,0.23
8,12436625,4040,0.22
8,13184182,4414,0.13
8,15053785,5148,0.13
8,3533918,1300,0.13
8,3117854,966,0.24
8,2268864,645,0.20
8,2740943,681,0.13
8,1788844,537,0.40
8,6573589,1993,0.55
8,4874621,1481,0.31
8,5449860,1557,0.33
8,4496492,1390,0.38
8,2305769,632,0.39
8,1455441,420,0.31
8,973114,281,0.51
8,4138626,1158,0.73
8,1867829,532,0.51
8,583637,173,0.49
8,887989,261,0.61
8,787551,226,0.74
8,865569,272,0.69
8,754072,228,0.83
8,1156178,350,0.61
8,939850,292,0.98
8,1810344,572,0.82
8,2311172,730,0.69
8,1816721,531,0.61
8,1037380,324,0.70
8,314877,86,0.77
8,464266,158,0.95
8,40,1,0.00
8,232,1,0.00
