Depth,Nodes,TimeMs,HistoryHitRate
8,131262,63,1.69
8,135304,57,3.34
8,195196,90,3.17
8,234671,98,2.58
8,292933,119,3.21
8,895300,358,3.07
8,3257016,1354,3.04
8,1848530,824,3.01
8,2603736,1095,2.73
8,1878349,876,2.66
8,1451547,639,2.16
8,14994253,8071,0.28
8,4610621,2372,0.09
8,11741164,6112,0.30
8,9343339,4815,0.30
8,5785905,2877,0.30
8,10769610,5231,0.37
8,10052321,4890,0.27
8,17295759,8550,0.25
8,16507815,8424,0.21
8,9976929,5214,0.14
8,12422816,6661,0.17
8,12579452,6627,0.13
8,11137374,6041,0.09
8,14424487,8127,0.09
8,21787217,11754,0.10
8,19720143,10030,0.11
8,2359641,1262,0.11
8,6687272,3964,0.16
8,3193681,1617,0.20
8,3800126,2035,0.14
8,7056401,4247,0.17
8,6845363,4039,0.26
8,4098223,2568,0.17
8,7205749,4718,0.25
8,5033137,3077,0.18
8,1060359,601,0.09
8,955320,515,0.21
8,1691399,946,0.32
8,2235271,1133,0.20
8,3826158,2042,0.23
8,1840469,976,0.27
8,1472137,770,0.39
8,2169242,1081,0.41
8,1570365,840,0.48
8,1238391,731,0.63
8,1243918,713,0.59
8,1976139,1022,0.59
8,1312047,834,0.71
8,1808011,1074,0.87
8,1009090,638,1.04
8,2087257,1149,0.70
8,1871403,1159,1.07
8,2395999,1467,0.73
8,4110496,2452,0.75
8,1648306,1109,1.35
8,2599355,1488,0.68
8,1094021,631,0.58
8,704710,384,0.42
8,186693,123,0.73
8,130971,97,0.91
8,191130,123,0.59
8,636740,328,0.35
8,1042058,557,0.43
8,501930,204,0.26
8,2293634,907,0.41
8,641044,293,0.15
8,232378,98,0.27
8,362407,156,0.17
8,11090341,5369,0.18
8,8568537,3735,0.10
8,5906914,2847,0.08
8,15138997,6776,0.06
8,21052792,9955,0.06
8,18299890,9621,0.07
8,11240110,5283,0.04
8,5390274,2616,0.03
8,3612059,1829,0.06
8,1503705,666,0.08
8,5117412,2353,0.21
8,10249329,5260,0.36
8,16389521,8046,0.32
8,11705463,5485,0.26
8,3498193,1650,0.19
8,401407,155,0.14
8,2400300,1002,0.45
8,3067222,1316,0.53
8,3727585,1545,0.49
8,2837913,1277,0.30
8,1840962,808,0.28
8,1659150,730,0.48
8,2969565,1315,0.64
8,5556863,2540,1.02
8,3319562,2004,0.59
8,2978900,1694,0.45
8,2021037,938,0.31
8,1999949,1072,0.44
8,2253061,1165,0.36
8,272,1,0.00
8,304,1,0.00
8,8040594,4088,0.14
8,4124900,1816,0.04
8,6092258,3486,0.10
8,5849862,3423,0.10
8,5435218,3328,0.10
8,12552208,6791,0.16
8,9571568,5587,0.15
8,21885083,13586,0.12
8,16055937,9222,0.12
8,6870582,4247,0.10
8,21459022,15208,0.09
8,21170275,15034,0.11
8,25725975,16616,0.12
8,4833385,3315,0.05
8,24896745,16899,0.18
8,19691645,13541,0.20
8,11062803,6737,0.25
8,9792026,6840,0.20
8,18046572,10830,0.14
8,27432611,15865,0.13
8,7203271,3878,0.07
8,18130543,10584,0.12
8,16917130,10217,0.12
8,16244827,9279,0.09
8,7811992,4738,0.08
8,13284359,8065,0.13
8,14705775,9162,0.10
8,1997412,1220,0.09
8,8688271,4580,0.18
8,1028294,533,0.19
8,1932217,1032,0.30
8,3992477,1895,0.37
8,2426668,1329,0.25
8,3342018,1685,0.37
8,2632299,1332,0.47
8,1408447,735,0.34
8,1875090,909,0.25
8,1169409,592,0.45
8,1004728,498,0.40
8,1815359,891,1.01
8,1513607,756,0.94
8,1129223,567,1.15
8,447410,199,0.93
8,858608,406,1.36
8,496622,357,1.48
8,719993,367,1.50
8,1442961,732,1.58
8,1152942,560,1.46
8,729027,353,1.54
8,638223,321,1.41
8,590413,300,1.71
8,344001,178,1.18
8,416344,204,0.73
8,612498,317,1.02
8,562444,269,0.99
8,760999,387,1.06
8,995110,480,1.15
8,324275,164,1.28
8,393107,180,1.15
8,770415,369,1.01
8,210246,102,0.68
8,1042086,462,0.78
8,841928,364,0.88
8,690282,328,1.30
8,1293164,579,0.97
8,640619,282,0.83
8,1188825,557,1.08
8,687780,302,1.01
8,358488,161,0.87
8,111440,53,0.94
8,109859,55,1.76
8,95984,44,1.64
8,47201,21,1.98
8,63936,21,1.80
8,18354,5,3.44
8,13735,6,2.52
8,12513,4,2.75
8,14573,4,2.25
8,30766,8,1.24
8,27021,8,0.97
8,20683,6,2.48
8,34171,12,3.25
8,204272,62,0.87
8,238471,70,0.72
8,169279,53,1.04
8,898587,297,0.85
8,1319246,435,1.03
8,938597,315,0.78
8,1027991,314,0.74
8,890078,264,0.55
8,779914,228,0.56
8,7694091,4359,0.13
8,4402868,2363,0.09
8,4348484,2457,0.12
8,10116190,4876,0.29
8,22083964,12017,0.42
8,26715198,15184,0.26
8,11830016,6863,0.27
8,11366084,6480,0.18
8,5767960,3330,0.11
8,27613055,14580,0.17
8,9871134,5672,0.13
8,7300860,4159,0.08
8,11632207,6305,0.17
8,12135991,6390,0.16
8,15966701,8386,0.11
8,17669563,9629,0.20
8,1686415,844,0.16
8,2464973,1145,0.17
8,2678123,1324,0.20
8,7201651,3595,0.36
8,5217972,2548,0.25
8,2888217,1540,0.24
8,1755653,920,0.13
8,2361576,1255,0.22
8,5293973,2670,0.40
8,8369498,4466,0.50
8,10640637,5756,0.41
8,2278481,1266,0.26
8,4381230,2585,0.41
8,7839186,4414,0.56
8,7920348,4618,0.60
8,5458930,3033,0.47
8,5915532,3268,0.75
8,6518895,3731,0.81
8,9147852,5175,0.82
8,8506069,4855,0.62
8,9071591,5291,0.61
8,12492709,6749,0.83
8,13727765,7403,0.86
8,8553230,4598,0.88
8,15528141,9019,1.07
8,5668372,3266,0.59
8,2170935,1214,0.66
8,1744635,947,0.74
8,1645459,886,0.80
8,2235288,1186,1.07
8,2242220,1229,0.88
8,1298049,680,0.76
8,450462,220,0.93
8,659372,321,1.26
8,552335,277,1.27
8,297326,146,1.16
8,619737,308,1.62
8,786961,376,1.55
8,769869,377,1.74
8,176837,82,1.80
8,824684,504,1.76
8,875998,414,1.64
8,709003,329,1.89
8,321742,161,1.80
8,50867,21,2.68
8,168739,56,2.67
8,106804,36,2.84
8,273603,98,3.02
8,522390,198,2.78
8,1936573,744,3.02
8,1055856,413,2.94
8,15387120,8455,0.17
8,11681283,6843,0.13
8,12153495,7173,0.14
8,11302332,6659,0.08
8,7440962,3994,0.06
8,7728089,4308,0.06
8,10517693,5603,0.12
8,6822451,3760,0.15
8,7184519,4502,0.21
8,4468051,2594,0.06
8,7702633,5370,0.19
8,10551967,6257,0.13
8,3993930,2607,0.10
8,4743135,3061,0.11
8,8863137,5933,0.28
8,6686286,3870,0.12
8,6542393,3505,0.20
8,4554937,1942,0.15
8,4022909,1538,0.05
8,3078257,1268,0.05
8,2855227,1201,0.04
8,5595828,2042,0.06
8,11142121,6295,0.27
8,6867512,4193,0.18
8,16787290,9887,0.23
8,18803206,10577,0.19
8,7647200,4227,0.14
8,7953517,4308,0.12
8,11424616,6125,0.13
8,13512937,7413,0.09
8,7374906,4571,0.12
8,5144470,3170,0.24
8,10827616,6780,0.52
8,11684143,7150,0.48
8,25281528,16163,0.51
8,1002649,608,0.31
8,1218484,656,1.02
8,4274550,2316,1.16
8,2941719,1552,2.49
8,4464592,2493,1.68
8,643951,347,1.93
8,4513974,2514,1.61
8,1999969,1063,1.20
8,1968886,1055,1.25
8,1418097,782,1.35
8,485049,259,0.96
8,1162578,627,0.99
8,2703875,1623,1.28
8,1934826,1047,1.14
8,1481632,808,1.36
8,2064289,1137,1.22
8,1248934,707,1.47
8,261309,131,2.03
8,477526,249,1.96
8,339217,161,1.62
8,291513,148,1.86
8,343559,161,2.38
8,609085,242,2.29
8,302739,121,2.71
8,336958,153,2.22
8,393684,146,2.57
8,428898,166,2.77
8,519277,208,3.33
8,487849,180,3.36
8,528619,188,2.64
8,345338,128,2.36
8,254511,88,2.33
8,403933,142,2.62
8,10150449,5769,0.17
8,11201285,6300,0.20
8,15503799,8437,0.21
8,38296972,21110,0.17
8,41309157,22009,0.19
8,36930253,20430,0.12
8,40277152,22727,0.16
8,11839923,6789,0.07
8,8597045,5206,0.06
8,18212606,11590,0.14
8,26238939,16086,0.25
8,30202287,18480,0.14
8,15055326,8935,0.16
8,14637856,9544,0.12
8,25493669,17258,0.24
8,35904788,22917,0.31
8,44065205,26511,0.22
8,37395495,22622,0.17
8,12715654,7375,0.12
8,27927791,17180,0.05
8,16373991,10372,0.05
8,8573795,4933,0.05
8,16028534,8892,0.12
8,13203215,7583,0.08
8,15337913,8440,0.09
8,13746660,6838,0.07
8,7820524,3815,0.11
8,14538365,8795,0.21
8,13167550,8585,0.26
8,4701612,2971,0.31
8,7229344,3943,0.35
8,1331653,683,0.26
8,2186839,945,0.28
8,3719546,1883,0.37
8,5088150,2690,0.46
8,572186,337,0.37
8,1909957,1131,0.64
8,2102488,1235,0.73
8,2327186,1443,0.71
8,446649,288,0.83
8,1139323,649,1.01
8,1907460,1069,1.46
8,2294337,1277,0.85
8,823254,477,1.40
8,426741,237,0.91
8,1393250,773,1.15
8,469396,240,0.80
8,234050,112,0.54
8,657619,388,1.07
8,342761,134,0.62
8,225270,89,0.69
8,198903,80,0.77
8,182865,67,1.11
8,251501,96,1.10
8,134786,51,1.09
8,142428,54,1.05
8,110120,42,1.60
8,201956,86,2.31
8,109688,41,1.52
8,86678,34,1.24
8,58058,21,1.70
8,41108,16,1.34
8,79098,30,1.39
8,64099,26,1.21
8,54856,23,0.96
8,115085,52,1.01
8,15217,7,0.83
8,144,1,0.00
8,136,1,0.00
8,12313640,6490,0.12
8,12260032,6549,0.09
8,29168301,14674,0.11
8,41923747,21220,0.12
8,49987562,27202,0.14
8,20444462,10499,0.07
8,22603251,11722,0.12
8,18037293,9684,0.13
8,14141015,7869,0.17
8,18284066,10065,0.18
8,3609339,2126,0.10
8,1002091,453,0.13
8,2566581,1235,0.23
8,1730549,854,0.22
8,2329709,1223,0.26
8,1337663,732,0.37
8,2877434,1489,0.24
8,2018944,971,0.27
8,1286765,667,0.33
8,2304302,1199,0.47
8,2226489,1171,0.34
8,3715668,1934,0.42
8,3826518,1971,0.44
8,4674599,2406,0.26
8,5459855,3048,0.43
8,963575,515,0.33
8,1209638,660,0.33
8,496836,242,0.27
8,623129,330,0.59
8,212548,96,0.27
8,389322,207,0.58
8,863280,451,1.07
8,890481,487,0.64
8,1472896,792,0.73
8,1427285,767,0.77
8,697492,341,0.89
8,1168428,590,1.06
8,626502,304,1.10
8,509124,258,1.30
8,179337,85,0.93
8,277174,131,0.82
8,316371,148,1.74
8,600906,281,2.28
8,409586,206,1.99
8,421834,205,1.88
8,278448,126,1.56
8,920877,443,2.47
8,735735,342,2.26
8,497080,230,2.02
8,640174,296,2.34
8,395280,186,2.45
8,380576,173,2.30
8,294795,128,1.97
8,183455,81,2.17
8,428589,207,2.20
8,649151,302,2.35
8,128595,60,2.74
8,84185,38,2.91
8,64,1,0.00
8,48,1,0.00
8,24599023,12491,0.18
8,21046280,10349,0.20
8,6562662,3328,0.09
8,6193409,3385,0.16
8,8588952,4685,0.28
8,22391383,12144,0.12
8,21660905,12223,0.12
8,15569096,8445,0.09
8,29041036,14783,0.06
8,49623284,26669,0.09
8,7349555,3513,0.02
8,6714818,3135,0.05
8,5181510,2060,0.06
8,2350350,737,0.10
8,3716334,1322,0.14
8,5877668,2232,0.25
8,10065283,2956,0.42
8,10563233,3211,0.51
8,3463260,1049,0.16
8,688625,182,0.09
8,2044798,585,0.16
8,1030210,327,0.33
8,1358929,374,0.38
8,2716513,790,0.65
8,5076179,1410,0.87
8,3450518,923,0.78
8,3082609,790,0.63
8,4738090,1277,0.85
8,3753696,1062,0.62
8,5341762,1402,0.59
8,2417973,679,0.69
8,7418249,2125,1.09
8,6628277,1859,0.71
8,3970832,1189,0.73
8,1100925,337,0.43
8,272,1,0.00
8,248,1,0.00
8,3908491,1139,0.29
8,5596030,1742,0.27
8,3646300,1190,0.15
8,3017405,1017,0.11
8,5108611,1575,0.23
8,10326858,3191,0.26
8,11761314,3292,0.16
8,5176330,1397,0.15
8,3832956,1184,0.10
8,8045252,2390,0.23
8,6013135,1761,0.32
8,8308893,2310,0.25
8,2887031,894,0.09
8,3126108,964,0.10
8,4282343,1287,0.07
8,4837700,1618,0.12
8,6316513,1900,0.18
8,5546076,1679,0.17
8,1754900,437,0.09
8,1541830,405,0.09
8,1083033,313,0.06
8,16,1,0.00
8,32,1,0.00
8,14094017,4317,0.18
8,21809129,6383,0.21
8,12228256,3808,0.21
8,6984736,2219,0.14
8,15135990,4357,0.32
8,19682390,5789,0.24
8,17631701,5201,0.15
8,33082250,9712,0.16
8,16273426,4863,0.09
8,14348074,4283,0.10
8,16804631,5215,0.12
8,23667649,6641,0.13
8,19600615,5601,0.10
8,7620094,2096,0.06
8,12784774,3770,0.07
8,6021035,2021,0.06
8,2847938,948,0.07
8,2839403,910,0.06
8,2693336,662,0.10
8,7311146,1841,0.10
8,4042476,989,0.09
8,3519486,942,0.09
8,2821570,761,0.07
8,1223053,313,0.05
8,1098835,268,0.18
8,692787,171,0.29
8,907885,243,0.61
8,272524,58,0.75
8,196402,55,1.30
8,395576,107,1.29
8,146133,47,0.88
8,278343,70,0.98
8,167437,47,0.93
8,210848,60,1.14
8,212793,50,1.35
8,294532,75,1.57
8,118883,34,1.63
8,62375,16,1.44
8,123883,29,1.74
8,207117,42,1.46
8,160436,34,1.15
8,134853,31,1.50
8,205840,54,0.98
8,73296,17,1.67
8,108287,20,1.20
8,70137,19,1.17
8,83384,12,0.82
8,97376,16,1.38
8,34779,6,1.26
8,64272,10,1.22
8,66132,12,1.65
8,106633,18,1.16
8,215460,34,1.32
8,97659,19,1.96
8,35210,9,1.41
8,60277,9,0.95
8,175039,30,0.72
8,26496744,8561,0.12
8,31567019,9902,0.11
8,26000794,8534,0.18
8,14405618,4742,0.10
8,13882814,4681,0.09
8,25512909,8493,0.08
8,14895035,4871,0.06
8,9485028,3015,0.04
8,44141617,15161,0.10
8,16015588,6356,0.10
8,63543596,24331,0.25
8,58953359,22326,0.15
8,3079151,996,0.03
8,4009487,1332,0.16
8,6491933,1994,0.15
8,14362266,3949,0.21
8,6609375,2046,0.24
8,3071187,956,0.19
8,3637811,1082,0.10
8,1391255,397,0.18
8,2743305,809,0.36
8,4162103,1276,0.50
8,3766461,1105,0.36
8,3604114,1046,0.24
8,1957941,551,0.24
8,1836398,494,0.44
8,5068413,1496,0.65
8,4838088,1486,0.52
8,2361228,622,0.59
8,2655431,709,0.54
8,3335474,895,0.63
8,2943014,845,0.88
8,3899461,1085,0.81
8,2059436,592,0.85
8,799299,228,0.92
8,816149,260,0.86
8,584991,175,1.20
8,193424,44,0.41
8,70602,23,0.35
8,93821,19,0.63
8,139363,32,0.77
8,159109,39,1.31
8,94768,25,0.81
8,77900,20,1.75
8,41948,9,0.86
8,80704,15,0.76
8,176093,50,1.20
8,108894,24,1.49
8,48865,11,1.36
8,43848,9,1.10
8,44465,8,1.10
8,38568,7,0.99
8,24614,6,0.52
8,37625,8,0.46
8,66388,14,0.65
8,66213,16,0.75
8,80439,16,0.58
8,29889,6,1.20
8,30588,6,0.87
8,607,1,2.99
8,56,1,0.00
8,56,1,0.00
8,16574814,5141,0.07
8,15402154,4718,0.10
8,13008250,4052,0.08
8,17849341,5676,0.17
8,27885942,8971,0.19
8,23297424,6915,0.09
8,18762831,5337,0.05
8,19263104,6159,0.07
8,9123802,2970,0.09
8,10643125,3594,0.13
8,6938091,2629,0.13
8,6832661,2762,0.06
8,7268641,2239,0.10
8,2723243,934,0.18
8,5991656,2117,0.29
8,5154141,1866,0.23
8,6462151,2277,0.24
8,12460702,4125,0.25
8,6172218,1979,0.18
8,5310874,1733,0.14
8,15380051,5187,0.23
8,16386657,5618,0.32
8,20475188,7005,0.28
8,8969459,3259,0.25
8,2188227,877,0.34
8,1402386,557,0.41
8,807720,288,0.40
8,1121294,418,0.49
8,589576,199,0.60
8,2330445,746,1.14
8,911992,339,1.18
8,137351,43,0.62
8,56119,19,0.67
8,16,1,0.00
8,24,1,0.00
8,16,1,0.00
8,11386580,3011,0.11
8,7065438,2003,0.04
8,8269809,2398,0.10
8,4664535,1363,0.09
8,11432164,3166,0.09
8,7977081,2529,0.06
8,10746856,3357,0.05
8,3221808,1018,0.07
8,17583989,5451,0.06
8,10520515,3351,0.05
8,7829553,2608,0.10
8,7225251,2366,0.08
8,2622513,888,0.10
8,2175719,724,0.15
8,4041619,1442,0.10
8,5109127,1782,0.23
8,1814211,616,0.20
8,456524,150,0.21
8,517079,174,0.45
8,602836,135,0.46
8,474317,88,0.22
8,479823,95,0.45
8,806210,181,0.75
8,2035481,417,0.55
8,1247904,286,1.08
8,1079588,233,0.62
8,970709,282,0.87
8,238842,60,0.78
8,835850,177,1.15
8,707304,150,1.76
8,208305,62,1.40
8,362368,75,1.43
8,592971,129,1.61
8,765217,160,1.44
8,518720,123,1.70
8,287433,71,2.01
8,239729,55,1.39
8,339402,60,1.30
8,252466,64,1.33
8,326304,70,1.22
8,245163,46,1.10
8,289058,46,0.65
8,194469,31,0.97
8,121900,23,1.35
8,8108462,2778,0.16
8,19259228,6349,0.13
8,16644133,5794,0.08
8,11915186,3709,0.09
8,18503036,6093,0.13
8,34542447,11529,0.19
8,38136764,11228,0.17
8,22633588,6819,0.16
8,6002283,2044,0.10
8,16117329,4750,0.11
8,9496677,2732,0.08
8,16429964,4731,0.09
8,6359916,1844,0.11
8,11253960,3365,0.23
8,11229209,2936,0.20
8,19756668,5087,0.21
8,8439090,2424,0.22
8,6595236,1781,0.12
8,7048880,1905,0.13
8,3608716,878,0.11
8,2786129,746,0.07
8,4386344,1147,0.14
8,3771052,943,0.13
8,11011044,2855,0.15
8,2260624,579,0.09
8,3008826,957,0.14
8,2878771,860,0.13
8,1594864,576,0.14
8,1089367,445,0.27
8,5584918,1830,0.19
8,774715,296,0.38
8,1463522,497,0.27
8,745268,225,0.37
8,2146716,562,0.61
8,228723,84,1.06
8,73326,16,0.43
8,571290,117,0.63
8,445724,80,0.53
8,402197,83,0.91
8,526069,106,0.64
8,481864,93,0.89
8,941887,177,1.17
8,996856,200,0.78
8,527416,93,0.74
8,468949,101,0.54
8,209226,37,0.79
8,85978,17,1.49
8,69201,12,0.96
8,233307,38,0.66
8,270964,52,0.56
8,808181,136,0.28
8,361357,50,0.43
8,598379,94,0.37
8,221080,41,0.51
8,145442,27,0.48
8,256647,42,0.37
8,349727,57,0.60
8,288887,48,0.44
8,3901901,968,0.05
8,4617082,1273,0.14
8,8136035,2276,0.14
8,22521215,6231,0.19
8,6217855,1836,0.16
8,13116085,3905,0.17
8,5208939,1517,0.23
8,17573391,4932,0.23
8,12306953,3727,0.13
8,21521419,6291,0.14
8,17414119,5088,0.11
8,18161263,5481,0.14
8,22147879,6317,0.14
8,26384537,7330,0.15
8,256,1,0.00
8,256,1,0.00
8,8355601,2611,0.24
8,13259204,4370,0.26
8,10727627,3442,0.17
8,35198618,11663,0.27
8,34004884,11162,0.21
8,17975866,6009,0.17
8,52669083,16177,0.14
8,23593332,7381,0.15
8,50191635,17936,0.16
8,50469505,16810,0.19
8,29068604,8980,0.22
8,17853518,5647,0.23
8,19499541,6078,0.22
8,26719350,8151,0.23
8,19470914,5856,0.26
8,14236103,4388,0.24
8,13444807,3978,0.25
8,5670659,1726,0.17
8,6633781,2161,0.21
8,18815797,6256,0.20
8,11506355,3493,0.15
8,14179733,4572,0.13
8,2509043,718,0.06
8,1428012,433,0.10
8,521626,159,0.14
8,1447828,338,0.25
8,1792141,423,0.21
8,1298754,286,0.12
8,598005,131,0.28
8,526046,122,0.29
8,846707,206,0.51
8,1136071,251,0.37
8,513258,123,0.27
8,623764,191,0.59
8,655286,197,1.14
8,458349,136,1.01
8,675231,179,1.50
8,424172,117,1.10
8,563162,148,0.75
8,499057,131,0.75
8,510508,161,1.00
8,729628,191,1.10
8,609578,150,0.98
8,370666,90,0.76
8,244750,58,0.62
8,373436,102,0.86
8,646334,170,0.79
8,525443,146,1.32
8,266401,69,0.63
8,224622,66,0.99
8,386819,115,1.39
8,96222,35,1.43
8,84950,28,2.20
8,55598,14,2.19
8,101198,26,1.93
8,44207,13,2.00
8,68430,18,2.59
8,52327,15,2.43
8,94584,22,1.64
8,75383,19,1.92
8,20865,5,2.14
8,19709,5,2.53
8,24,1,0.00
8,96,1,0.00
8,11909476,3577,0.22
8,19901949,6193,0.17
8,4661005,1238,0.05
8,19649512,5884,0.14
8,10894195,3185,0.04
8,10276424,3211,0.11
8,6147455,1905,0.28
8,8502609,2498,0.31
8,7762227,2296,0.20
8,4877155,1502,0.35
8,12231254,3800,0.35
8,7919321,2533,0.31
8,8118146,2444,0.23
8,9241177,2997,0.31
8,10602148,3602,0.28
8,3589540,1395,0.14
8,2588710,838,0.15
8,1721708,418,0.26
8,1944296,456,0.30
8,2410126,550,0.30
8,1876570,431,0.38
8,3579076,759,0.26
8,2001215,473,0.59
8,627506,139,0.21
8,1532370,399,0.46
8,535400,125,0.46
8,535581,131,0.48
8,410643,104,0.23
8,437191,99,0.22
8,1099244,216,0.21
8,1193109,228,0.21
8,1232246,230,0.17
8,3551104,965,0.14
8,5554272,1576,0.16
8,5640682,1608,0.27
8,6526986,1872,0.21
8,10557400,2972,0.31
8,8317617,2434,0.21
8,13244780,3949,0.26
8,15759767,4425,0.20
8,6197166,1968,0.14
8,33548933,10147,0.28
8,24785667,7313,0.24
8,74028735,20825,0.30
8,47724291,13194,0.19
8,24487125,7206,0.08
8,29033127,8671,0.04
8,19089745,5457,0.03
8,12213504,3762,0.04
8,14965455,4543,0.05
8,8186602,2580,0.03
8,3670815,1263,0.17
8,16697449,5943,0.21
8,7737680,2860,0.11
8,13057182,4664,0.14
8,5915329,2244,0.18
8,7088141,2647,0.24
8,9566260,3201,0.28
8,505279,135,0.27
8,930880,315,0.72
8,246977,82,0.92
8,856558,276,1.24
8,1771916,484,1.18
8,1315240,333,0.82
8,248379,64,1.05
8,166731,38,0.80
8,49010,21,1.31
8,24,1,0.00
8,48,1,0.00
8,8118477,2244,0.14
8,13588032,3554,0.11
8,10833628,2981,0.03
8,18683120,5114,0.04
8,7471630,2196,0.05
8,19613459,5415,0.12
8,25361892,6895,0.35
8,7273349,2146,0.06
8,11593132,3521,0.11
8,11894341,3762,0.13
8,11753097,4209,0.15
8,2984145,1133,0.20
8,3573577,1215,0.19
8,2261273,755,0.32
8,1103488,303,0.24
8,1156340,359,0.57
8,2951734,868,0.57
8,2566854,782,0.47
8,2556736,783,0.48
8,3145018,911,0.37
8,3652940,1072,0.50
8,3035659,828,0.52
8,1809833,514,0.64
8,504027,158,0.38
8,339837,102,0.57
8,211697,53,0.84
8,312281,76,0.87
8,221417,56,0.74
8,450038,108,1.16
8,277178,74,1.28
8,171513,44,1.07
8,108999,30,0.62
8,248028,62,0.93
8,231021,67,1.60
8,36734,8,2.52
8,45386,10,2.57
8,20953,5,2.44
8,13319,3,3.82
8,18103,4,3.73
8,19987,6,3.88
8,21226,7,3.93
8,50198,13,3.36
8,11868,2,2.61
8,32157,8,2.08
8,131312,22,1.50
8,392269,74,1.60
8,724295,137,1.38
8,439272,82,1.17
8,230168,43,0.91
8,181870,38,0.94
8,275477,61,0.67
8,15625671,4383,0.11
8,15948407,4972,0.16
8,17165721,5448,0.12
8,44686498,13955,0.13
8,7927645,2536,0.05
8,7079755,2225,0.06
8,4304605,1488,0.09
8,7317030,2196,0.12
8,10041676,3122,0.14
8,7742250,2491,0.11
8,7793753,2427,0.06
8,2149655,662,0.08
8,1038145,237,0.11
8,2164272,671,0.14
8,2173711,657,0.28
8,3069603,959,0.26
8,3134579,893,0.32
8,3306186,975,0.22
8,3621048,1106,0.31
8,4399050,1319,0.48
8,3054965,951,0.40
8,2735546,929,0.28
8,2734645,792,0.41
8,1667302,441,0.41
8,1363680,368,0.29
8,1176290,355,0.49
8,429384,110,0.40
8,839158,195,0.39
8,400937,105,0.22
8,446996,120,0.41
8,606803,161,0.54
8,800183,226,0.69
8,588559,150,0.57
8,2350139,661,0.77
8,1642144,450,0.78
8,1694651,454,0.48
8,444873,134,0.74
8,530370,152,0.37
8,232,1,0.00
8,256,1,0.00
8,7486069,2037,0.15
8,13230078,3452,0.10
8,16956407,4504,0.19
8,15100225,4009,0.14
8,14849726,4184,0.18
8,8771895,2002,0.12
8,7991975,1886,0.08
8,10016444,2295,0.13
8,14271729,3230,0.10
8,21062122,5067,0.24
8,29798676,7143,0.16
8,20706917,4909,0.23
8,23603011,5429,0.18
8,58475997,11262,0.15
8,16765906,3367,0.22
8,11346693,2220,0.26
8,20831012,4081,0.32
8,22618071,4361,0.27
8,11994384,2453,0.16
8,13277721,2678,0.12
8,21565890,4067,0.17
8,13987434,2752,0.15
8,12389523,2564,0.10
8,14216109,3226,0.13
8,7359446,1532,0.06
8,14173401,3207,0.10
8,8237748,1850,0.10
8,1881656,439,0.10
8,14964049,3200,0.12
8,6910561,1511,0.25
8,10469364,2146,0.41
8,24594301,5211,0.62
8,22034924,4469,0.48
8,10596078,2397,0.44
8,1101790,291,0.58
8,714238,199,0.76
8,5430530,1355,0.41
8,5601191,1288,0.57
8,1797566,411,0.53
8,2531050,598,0.73
8,1725742,418,1.40
8,572512,116,1.52
